id_vacancy|job_vacancy|description|salary
86928770|Менеджер по работе с логистическими операторами|<p><em><strong>ПРИГЛАШАЕМ В КОМАНДУ &quot;Менеджера по работе с логистическими операторами&quot;.</strong></em></p> <p> </p> <p>Самокат — это онлайн-магазин, который есть в более чем 60 городах России. Мы привозим продукты, товары для дома и косметику и дарим нашим клиентам то, чего всегда не хватает — время. Чтобы сделать заказ в Самокате, нужно собрать товары в корзину в приложении, оплатить их, и уже через 15-30 минут курьер принесёт всё самое нужное.</p> <p>Наши главные ценности — это команда, время и устойчивость. Мы ценим каждого, кто работает и сотрудничает с нами, быстро адаптируемся к изменениям и относимся друг к другу уважительно и на равных. Сейчас в нашем штате более 8 000 сотрудников, а заказы по всей стране доставляют более 30 000 курьеров-партнёров.</p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Составление и анализ отчетов по работе логистических операторов;</li> <li>Составление отчетности для топ-менеджмента;</li> <li>Сверка и анализ тарифов логистических операторов;</li> <li>Формирование встречных коммерческих предложений;</li> <li>Контроль уровня сервиса логистических операторов;</li> <li>Координация взаимодействия между отделами внутри компании по рекламационным обращениям (департамент логистики, операционная служба, коммерческая служба, служба закупок);</li> <li>Участие в расследование случаев утраты и повреждения грузов, несвоевременности доставки грузов от РЦ в соответствии с условиями заключенных договоров;</li> <li>Участие в установление причин порчи грузов (проверка соблюдения условий упаковки, затаривания, загрузки, выгрузки, хранения, транспортирования).</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Уверенное владение 1С, Word, Excel (ВПР, сводные таблицы, работа с процентами);</li> <li>Умение работать с большими объемами информации;</li> <li>Грамотная устная и письменная речь;</li> <li>Аналитический склад ума.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Пятидневная рабочая неделя, восьмичасовой рабочий день/ возможна работа на пол ставки, полностью удаленный формат работы;</li> <li>Технику для работы предоставляем;</li> <li>Оформление по ТК РФ с первого дня и все социальные гарантии;</li> <li>Белая заработная плата и зарплатный проект Сбера, благодаря которому тебе будет доступно: сниженный процент по кредиту, возможность оформить кредитную карту с лимитом использования денег без % до 120 дней, а также бесплатная подписка СберПрайм+ и доступ к сервисам экосистемы: Okko, СберМобайл, СберЗвук, бесплатная доставка и скидки в СберМаркет, СберАптека, Самокат и другие;</li> <li>ДМС со стоматологией после трёх месяцев работы. Ещё в полис входят онлайн-консультации врачей и другие услуги;</li> <li>Возможность проходить обучение за счёт компании;</li> <li>Условия для профессионального развития и карьерного роста;</li> <li>Бонусы для сотрудников: корпоративные скидки у партнёров (от ужина в ресторане до покупки квартиры), внутрисамокатовские конкурсы и квизы с призами, подарки для детей и многое другое.</li> </ul>|75000.0
86806611|Управляющий рестораном|<p>Требуется управляющий рестораном европейской кухни 120 посадочных мест. Нужен ответственный инициативный добросовестный человек, желающий работать и зарабатывать. Оформление по ТК. Оклад + процент от прибыли.</p>|150000.0
86004392|Python developer|<p><strong>&quot;Lad&quot; - аккредитованная It-компания.</strong></p> <p>Мы помогаем крупному бизнесу в решении задач Data-инженерии, машинного обучения, анализа и визуализации данных.</p> <p>Сейчас у нас уже есть много успешно-реализованных кейсов у заказчиков по внедрению искусственного интеллекта, наша задача - масштабировать эти проекты , превращая их в полезный и качественный продукт, и выводить их на новый рынок (в том числе и зарубежный).</p> <p><strong>В команде 15 человек: </strong>эксперт по машинному обучению, дата аналитики, дата инженеры, менеджер, бизнес аналитик, руководитель направления.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>реализация веб-приложений на fastapi, микросервисов чат-бота с использованием grpc</p> </li> <li> <p>интеграция ML алгоритмов и нейронных сетей в микросервисы</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>Знания python, fastapi, grpc, sqlalchemy, pytests, ООП, принципы проектирования API</p> </li> <li> <p>опыт работы от 6 мес.</p> </li> <li> <p>будет плюсом знание pyside, pyweb3d</p> </li> </ul> <p><strong>​​​​​​​​​​​​​​</strong><strong>Предлагаем:</strong></p> <ul> <li> <p><strong>Оформление по договору ГПХ, в дальнейшем возможен перевод в штат</strong></p> </li> <li>Возможность работать как в комфортном офисе (Н. Новгород, ул. Родионова, 23А), так и полностью в удаленном формате.</li> <li>Демократичный стиль управления, с системой выстраивания кросс-функциональных ОКР, возможность постоянного развития.</li> </ul>|95000.0
86110888|Разработчик мобильных приложений|<p><strong>ООО «КрасИнтегра»</strong> - <em>порядка 10 лет активно осуществляет свою деятельность на рынке. Мы аккредитованная ИТ-компания, и в 2022 году вошли в рейтинг устойчивых и динамично развивающихся предприятий.</em></p> <p><em>На текущий момент, разработанные нами продукты внесены в единый реестр<br />российского ПО и активно используются организациями.</em></p> <p><em>Наш коллектив состоит из талантливых профессионалов, мы в поиске<strong> РАЗРАБОТЧИКА МОБИЛЬНЫХ ПРИЛОЖЕНИЙ на Android</strong></em></p> <p><strong>Мы ищем коллегу , который будет:</strong></p> <ul> <li>заниматься разработкой мобильного приложения для производственных компаний</li> <li>работать в команде с другими разработчиками</li> </ul> <p><strong>Какие навыки могут пригодиться: </strong></p> <ul> <li> <p>Опыт разработки кроссплатформенных приложений используя r<strong>eact native, kotlin, JavaScript</strong></p> </li> <li> <p>Опыт разработки мобильных приложений с нуля;</p> </li> <li> <p>Опыт работы с GIT;</p> </li> <li> <p>Опыт работы с API: REST, SOAP, WebSocket;</p> </li> <li> <p>Опыт написания тестов, работы с инструментами для тестирования приложений;</p> </li> <li> <p>Опыт реализации CI/CD в мобильной разработке;</p> </li> <li> <p>Опыт нативной разработки (Android, IOS) будет большим плюсом;</p> </li> <li> <p>Английский язык (технический уровень).</p> </li> </ul> <p><strong>Условия работы:</strong></p> <ul> <li>официальное трудоустройство, отпуск 2 раза в год</li> <li>заработная плата по результатам собеседования</li> <li>компенсация корпоративной связи, оборудованное рабочее место , офис в центре города</li> <li>стабильный доход, премии за выслугу лет, индексация зп</li> <li>график работы 5/2 (выходные сб/вс)</li> <li>участие в корпоративных праздниках и мероприятиях (государственные праздники, спортивные мероприятия, творческие конкурсы, отраслевые праздники)</li> <li>возможность учиться и развиваться в ИТ отрасли</li> <li>открытые перспективы для дальнейшего карьерного роста</li> <li>огромное количество задач, из которых можно создавать новые интересные проекты</li> <li>прекрасная возможность пополнить портфолио своих достижений.</li> </ul>|70000.0
86208448|Помощник/Заместитель руководителя|<p><strong>Мы приглашаем в свою команду Помощника/Заместителя руководителя</strong></p> <p>Группа компаний «Информ-Системы» – современная и динамичная компания, с 2006 года занимающаяся разработкой технологий и инноваций. На базе технологий UNIX мы создаем оборудование и софт, который применяется для построения «Умных городов», систем самообслуживания и биометрической идентификации, автоматизированных и финансовых систем, встроенных (embedded) решений, IT – систем повышенной надежности, телемедицины. Девиз компании – «Инновации для жизни», каждый день мы работаем для перехода на качественно новый уровень жизни населения, хотим сделать города и страны удобными и безопасными, убрать очереди, пробки, сложность идентификации и финансовых расчетов, стереть границы для свободной жизни, путешествий, творчества.</p> <p><em><strong>Условия работы:</strong></em></p> <ul> <li>график работы: пн-пт с 9 до 18;</li> <li>оформление по ТК РФ, оклад + премия;</li> <li>оплачиваемая мобильная связь;</li> <li>профессиональный и карьерный рост;</li> <li>рабочее место в современных офисах;</li> <li>лучшее оборудование и ПО для работы.</li> </ul> <p><em><strong>Задачи:</strong></em></p> <ul> <li>Работа в системе коллективной работы, регистрация и ведение записей ИнфоЖурнала (задачи, распоряжения и т.д.), планирование рабочего расписания руководителя и сотрудников.</li> <li>Планирование и организация мероприятий, встреч, переговоров, презентаций, конференций, ведение телефонных переговоров, деловая переписка.</li> <li>Составление статей для публикаций, пресс и пост-релизов, организация их публикации, публикация новостей компании, ведение блогов, страниц компании и руководителя в сети Internet.</li> <li>Обеспечение работы офиса, закупка инвентаря, поддержание порядка рабочих мест, контроль актуальности софта.</li> <li>Подготовка и организация проведения планерок и собраний, ведение протоколов, выполнение поручений руководителя.</li> </ul> <p><em><strong>Требования:</strong></em></p> <ul> <li>Опыт работы на аналогичной должности по спектру задач и уровню интеллектуальной нагрузки не менее 3 лет.</li> <li>Высшее образование по специальности, аналитический склад ума, хорошее знание русского языка и грамматики, знание английского приветствуется.</li> <li>Работа в интеллектуальных компаниях (аудиторы, СМИ, банки, юридические фирмы, системные интеграторы, ИТ компании и т.п.).</li> <li>Уверенное пользование ПК, пользование сети Интернет, отличное знание офисных программ, приветствуется опыт работы в MAC OS X.</li> <li>Способность усвоения большого объема информации, умение работать в режиме многозадачности, умение работать на результат.</li> <li>Честность, ответственность, амбициозность, внимательность, адекватное восприятие критики, умение признавать и исправлять свои ошибки.</li> </ul> <p><strong>Порядок трудоустройства:</strong></p> <p><strong>1. Ознакомиться с профилем и откликнуться на вакансию. </strong>После ознакомления с профилем должности откликнетесь на вакансию и с Вами в течение 1 часа свяжутся наши специалисты и проведут собеседование по видеосвязи.</p> <p><strong>2. Пройти тестирование.</strong> Тестирование позволяет оценить осознанность и намерения кандидата в трудоустройстве, знание информации о компании и ее проектах, ценностях, профильные знания, общую эрудицию и уровень интеллекта. Для подготовки к тестированию кандидат получает список тем для изучения, после подготовки уведомляет о готовности к тестированию и проходит его удаленно.</p> <p>Кандидатам, успешно прошедшим тестирование, будет предложено выполнить одно оплачиваемое задание по искомой должности, по завершении которого работа принимается и кандидат приглашается на работу в офисе (либо удаленно, для удаленных вакансий). Испытательный срок составляет 5 недель, после чего сотрудник продолжает работу на постоянной основе.</p> <p><strong>Преимущества работы у нас:</strong></p> <p><strong>Стабильность компании. </strong>Компания работает с 2006 года, занимается современными и перспективными проектами, сотрудники оформляются в штат компании по ТК РФ, выплачивается стабильная белая З/П и премии. В группе хорошо организована работа, разработаны должностные инструкции, регламенты, в решении вопросов все придерживаются принципов открытости и верховенства общих правил.</p> <p><strong>Заработная плата сотрудников. </strong>Система оплаты в компании построена таким образом, что доход сотрудника – это прямой показатель его эффективности. Оклад, вводные надбавки, премия за выполненную работу, премия за руководство, проценты от сделок, надбавки за выполнение срочных работ в выходные. Вся работа сотрудников, регистрируется в системе коллективной работы. Все данные о доходах сотрудников в режиме реального времени отражаются на мониторах отделов.</p> <p><strong>Неограниченный карьерный и личностный рост. </strong>Каждый сотрудник имеет право неограниченного карьерного роста и решает сам, что он готов двигаться далее. Каждый человек может подняться от рядового сотрудника до директора, при этом занятость вышестоящих должностей не имеет значения – под перспективного коллегу изменят штатное расписание, создав для него отдельный отдел, работающий в определенном направлении.</p> <p><strong>Социальный пакет. </strong>Каждому сотруднику при оформлении на работу предоставляется государственный социальный пакет: оплата больничных листов, оплачиваемый отпуск, обязательное социальное страхование, возмещение расходов, связанных с командировками. Также компания предоставляет дополнительный соц. пакет: оплата сотовой связи, приобретение техники в счет премии по корпоративным ценам, выплата премий при рождении ребенка, новогодние подарки детям, новогодние премии, предоставление займов на нужды сотрудника, на корпоративные мероприятия приглашаются друзья и близкие.</p> <p><strong>Интеллектуальный рост. </strong>Основу компании составляют компетентные сотрудники, наш ритм, ежедневное решение сложнейших и инновационных задач ведет к вертикальному росту интеллекта и навыков. Компания собирает только сильных и амбициозных специалистов. Работая у нас хотя бы 1 год, человек не видит для себя альтернатив, наши сотрудники получают свободу, развитие, и при этом неплохо зарабатывают.</p> <p><strong>Современные IT-решения. </strong>Развитие IT-системы группы направлено на главную цель – обеспечить возможность работы сотрудников из любой точки мира, равнозначную физическому нахождению в офисе. В IT-системах группы используются лучшие технологии: VLAN, IKEv2, IPSEC, 1C, EGroupWare, WebDAV, Asterisk, Postfix, Unison, VMware, CARP, FreeBSD, OpenLDAP, Oracle MySQL, Apache, Rocket.Chat, Jitsi, x509, ЭЦП. Команда технических специалистов нашей компании постоянно совершенствует IT-системы группы. Мы стремимся всегда идти в ногу с развитием индустрии и внедрять самые передовые решения.</p> <p><strong>Ценности сотрудников. </strong>Сотрудники компании действуют сообща и помогают друг другу, держат слово и данные обещания, не обманывают, признают и исправляют свои ошибки, четко исполняют поставленные задачи. Если сотрудник устраивается в нашу организацию, он публично заявляет, что считает себя достойным человеком и готов соблюдать принципы компании.</p>|120000.0
86917721|Frontend-разработчик (React)|<p>Привет!<br /><br />Мы, команда Spectr, эксперты в разработке цифровых решений для бизнеса.<br />Мы собрали сильную команду и накопили огромный опыт в разработке, и готовы им делиться.<br />Наша команда активно растет и в поисках классных заряженных ребят.<br /><br />Сейчас мы ищем <strong>React-разработчика </strong>для участия в интересных и технологически сложных проектах.</p> <p><strong>Чем тебе предстоит заниматься?</strong></p> <ul> <li>разработка SPA на React и Typescript</li> <li>управление состоянием с помощью TanStack Query, zustand, Redux, Redux-thunk и Reduxjs/toolkit</li> <li>работа с HTTP-запросами через axios</li> <li>работа с формами с использованием react-hook-form и yup</li> <li>разработка графиков на apexchart</li> <li>реализация drag&amp;drop функциональности через react-dnd</li> <li>работа с окружением Storybook, eslint, stylelint, prettier</li> <li>сборка проектов на Vite и Webpack</li> </ul> <p><strong>Что мы ждем от тебя?</strong></p> <ul> <li>опыт коммерческой разработки от 3-х лет</li> <li>уверенное знание Javascript, ES6+, TypeScript</li> <li>отличное знание React и опыт работы с различными стейт-менеджерами</li> <li>верстка интерфейсов: HTML/CSS, адаптивно и кроссбраузерно</li> <li>опыт работы с UI-библиотеками: mui</li> <li>уверенное владение Webpack</li> <li>знание принципов SOLID, DRY, YAGNI</li> <li>Опыт работы с Git, CI/CD<br />Будет плюсом, если:</li> <li>понимаешь работу и/или есть опыт работы с Server Side Rendering</li> <li>есть опыт работы автоматического тестирования (Jest, Cypress)</li> <li>есть опыт работы с Node.js</li> </ul> <p>Для нас крайне важна командная работа, ведь тебе предстоит взаимодействовать в кросс-функциональных командах, где есть разработчики, аналитики, тестировщики и менеджеры.</p> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>аккредитованная компания</li> <li>сильная команда разработки, готовая всегда прийти на помощь</li> <li>оформление по ТК РФ</li> <li>белая зарплата с перспективой роста</li> <li>гибкий график работы, фултайм</li> <li>максимум боевых задач, минимум бюрократии</li> <li>прозрачные и понятные рабочие процессы</li> </ul> <p><strong>По процессу отбора:</strong></p> <ul> <li><strong>1 этап</strong> - дружеская беседа с HR</li> <li><strong>2 этап</strong> - техническое интервью с командой разработки (поговорим не только о хардовой части, но и о софтах: о процессах внутри команды)</li> <li><strong>3 этап</strong> - фидбэк по итогам интервью. Независимо от того, какое решение будет принято - мы всегда предоставляем полезную обратную связь кандидату!</li> </ul> <p><strong>Бонусы:</strong></p> <ul> <li>корпоративные онлайн-курсы английского языка</li> <li>корпоративное обучение (посещение конференций, курсы etc.)</li> <li>Performance review - полугодовые встречи</li> <li>возможность публикации статей на Хабре, а также выступления в роли спикера на митапах и конференциях</li> </ul> <p><strong>Несколько интересных фактов о нас:</strong></p> <p>Мы стараемся соблюдать баланс личного и рабочего, создаем комфортные условия работы для команды.</p> <p>Кроме того, развиваем IT-комьюнити и являемся организатором митапов и конференций в Перми.</p> <p>Проводим крупнейшую на Урале конференцию Ural Digital Weekend, посвященную разработке и управлению бизнесом.<br /><br />Также помогаем начинающим специалистам в освоении новой профессии - создали свой образовательный продукт, Spectr Academy.</p>|140000.0
86166354|Frontend-разработчик React|<p>Ищем человека в команду для проектной работы над государственным проектом. Проект уже идет, на данный момент расширяем команду.<br />Оформление по договору ГПХ.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Верстка экранных форм по макетам из Figma;</li> <li>Разработка приложений на React;</li> <li>Работа с данными на картах и графиках;</li> <li>Ответственность за сроки и качество, поиск вариантов решения в случае возникновения проблем, в процессе выполнения задач, чтобы уложиться в срок;</li> <li>Взаимодействие с разработчиками серверной части, тестировщиками, аналитиками, дизайнерами.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы в качестве разработчика от 2 лет;</li> <li>Опыт написания кода на TypeScript;</li> <li>Понимание принципов клиент-серверной архитектуры приложений, протокола HTTP и архитектурного стиля REST;</li> <li>Понимание работы с GraphQL;</li> <li>Опты работы с Ant Design будет плюсом;</li> <li>Умение работать в команде.<br /><br />Стек технологий: react, webpack, vite, axios, websocket, css3, scss, flex, docker, GitLab.</li> </ul> <strong>Условия:</strong> <ul> <li>Оформление по договору ГПХ;</li> <li>Работа на выбор из офиса или удаленно;</li> <li>На данном этапе ищем кандидата на проектную работу;</li> <li>Возможности для профессионального роста.</li> </ul>|150000.0
74311307|Начинающий специалист (не продажи)|<p><strong>Кто мы?</strong></p> <p>Компания «АктивБизнесКонсалт» основана Сбером и работает на рынке взыскания больше десяти лет. Клиентами являются банки, компании телекома и крупный бизнес.</p> <p>Мы оказываем услуги по урегулированию проблемной задолженности на всех стадиях: досудебной, судебной и на этапе исполнительного производства. Для этого у нас есть Call-центр, команда юристов из 60 профессионалов разных направлений и служба выездных сотрудников.</p> <p>Каждый месяц наша картотека пополняется на 10 000 новых дел. Чтобы эффективно работать с таким количеством долговых портфелей, мы автоматизируем рабочие процессы и создаем собственные IT-сервисы.</p> <p>АБК является аккредитованной IT-компанией и входит в перечень системообразующих организаций, ведущих деятельность в сфере информационных технологий.</p> <p>У нас есть мобильное приложение для выездных сотрудников, сервис по определению подсудности, робот-оператор для звонков, а также своя CRM-система «2Collect» для хранения и анализа данных.</p> <p>Сейчас в Управлении административного взыскания мы открыли вакансию специалиста, которая отлично подойдет для старта карьеры. На этой должности можно научится навыкам ведения переговоров, эффективной коммуникации и стать юристом-профессионалом в сфере урегулирования задолженности.</p> <p>Если ты начинающий специалист или в том числе студент старшего курса, не упускай возможность построить карьеру в большой и стабильной компании.</p> <p><strong>Что предстоит делать?</strong></p> <ul> <li>Проводить телефонные переговоры с клиентами банков согласно скрипту в рамках автоматизированного обзвона</li> <li>Консультировать заемщиков по вопросам погашения просроченной задолженности</li> <li>Вносить результаты переговоров в базу данных</li> </ul> <p><strong>Мы ищем сотрудника, который:</strong></p> <ul> <li>Обладает грамотной устной речью</li> <li>Владеет навыками ведения переговоров</li> <li>Является уверенным пользователем ПК</li> </ul> <p><strong>Что мы предлагаем?</strong></p> <ul> <li>Белая заработная плата - оклад 30 000 + премии (ежемесячная и годовая), выплаты 5 и 20 числа каждого месяца</li> <li>Графики 2/2 или 5/2 (на выбор), частичная занятость: 4 и 6 часов</li> <li>Оформление согласно ТК РФ, выплаты 5 и 20 числа каждого месяца</li> <li>Оплачиваемое обучение</li> <li>Льготная ипотека, в т.ч. рефинансирование</li> <li>СберКарта с бесплатным обслуживанием и кэшбэком до 10% бонусами СберСпасибо</li> <li>Доступ в СберКлуб: корпоративные скидки и дисконт-программы от партнеров экосистемы Сбера</li> <li>Бесплатная подписка «СберПрайм+» (включая Окко, Сбермобайл, Звук, СберМаркет, СберМегаМаркет и т.д.)</li> <li>Скидка в СберСтрахование</li> <li>Корпоративная пенсионная программа</li> <li>Скидки на онлайн изучение английского языка, путевки в 5* санаторно-курортный комплекс Mriya для сотрудников и их родственников</li> <li>Культура открытости, наставничества и взаимопомощи</li> <li>Корпоративные праздники, награды, подарки</li> <li>Комфортный офис в центре Орла (БЦ «Модус», ул. Ломоносова,6): кухня, кофеварка и комната отдыха с приставкой и настольными играми</li> </ul> <p><strong>Добро пожаловать в команду АБК!</strong></p>|30000.0
86288304|Помощник маркетолога|В маркетинговое агентство требуется ассистент с навыками продаж.<br />Работа полностью удаленная.<br />ЗП - оклад(20к) + премия (максимальный порог зависит от вас).<br />Расчет идет по 5к за каждого клиента. В месяц новички закрывают в среднем по 10 клиентов <p>График работы - гибкий (от 4 часов в день)<br /></p> <p>Легко можно совмещать с материнством или учебой и при этом зарабатывать<br />Специальных навыков не требуется.<br /><br />Обязанности:<br />✅ Поиск потенциальных клиентов<br />✅ Рассылка предложений клиентами. <strong>Холодных звонков нет! Только переписка!</strong><br />✅ Обработка заявок на сотрудничество (теплые продажи)</p> <p>✅ Согласование созвонов с руководством<br />✅ Возможны дополнительные задачи, связанные с взаимодействием с клиентами (заполнение таблиц и т.п)<br /><br />Какими мы вас видим:<br />1. Уверенные в себе<br />2. Умеете убеждать (не спорить, а именно слушать и приводить аргументы)<br />3. Наличие ноутбука и стабильного интернета<br />4. Грамотная речь<br />5. Умение сориентировать с нестандартной ситуации<br />6. ВЫСОКАЯ скорость выполнение задач<br /><br />Что мы предлагаем:<br /> Полностью удаленная работа со свободным графиком и возможностью совмещения с учебой или другой работой.<br />Возможность вырасти в полноценного сотрудника агентства с окладом 40-60 + премия<br />Возможность получить новые навыки в развивающейся кампании<br />Крутое обучение от экспертов своего дела в процессе работы, вместо трат денег на инфоцыган<br />Поддержка куратора на протяжении всей вашей работы, который позволит развиться в любом направлении интернет-маркетинга<br /><br />Огромным плюсом будут знания в сфере интернет-маркетинга (контекстная реклама, к примеру)<br /><br />Для отклика заполняйте анкету:<br /><br />https://docs.google.com/forms/d/e/1FAIpQLSd9yz0eDRxF2vAJggmp8nFwGhAUc60XSnWbvCNwUpZalvEJqg/viewform<br /><br />Отклики БЕЗ анкеты просматриваться не будут!</p> <ul> </ul>|45000.0
86279215|Менеджер по продажам|<p>Добрый день!</p> <p>Благодарим за проявленный интерес к компании <strong>&quot;TARGIX&quot;</strong></p> <p>Наша компания занимается <strong>интернет маркетингом</strong>, настройкой и продажей контекстной рекламы в B2B сегменте.</p> <p>Спрос на интернет рекламу стремительно растет, перед нами стоит задача по расширению и выходу на региональный рынок</p> <p>Поэтому мы ищем менеджера по продажам с которым будем вместе расти и работать на результат.</p> <p>Вас ждет работа в дружной команде, обучение, интересный продукт, и хорошие условия труда.</p> <p><strong>Итак, нам предстоит:</strong></p> <ul> <li>проводить переговоры и отправлять коммерческие предложения</li> <li>вести клиента на протяжении всего срока сотрудничества</li> <li>работать с накопленной базой и продлевать постоянных клиентов</li> <li>выставлять счета и контролировать оплату</li> <li>выполнять план продаж</li> </ul> <p><strong>Мы ждем от вас:</strong></p> <ul> <li>желание развиваться в сфере продаж и интернет рекламы</li> <li>вы ответственный и коммуникабельный человек</li> <li>умения достигать поставленных целей и работать на результат</li> <li>у вас есть мотивация на хороший доход</li> </ul> <p><strong>Мы предоставим вам:</strong></p> <ul> <li>Зарплата без потолка - оклад 45000 руб. + % от продаж</li> <li>карьерный рост (через пол года можно стать руководителем группы<strong>)</strong></li> <li>лучший график работы 5-ка с 9.30 до 17.00</li> <li>официальное оформление и оплачиваемый отпуск</li> <li>интересные задачи и комфортная атмосфера</li> <li>корпоративные мероприятия и тимбилдинг</li> <li><em><strong>При выполнении успешных показателей продаж предоставляем возможность продолжить работу в удаленном формате</strong></em></li> </ul> <p><strong><em>Присоединяйся, будущий коллега!</em></strong></p>|95000.0
86665151|Копирайтер|<p>Всем привет!</p> <p>Мы – интернет-агентство LZ.Media, работаем с клиентами по всей России. Среди наших услуг SEO продвижение, контекстная и таргетированная реклама, разработка сайтов.<br /><br />Сейчас ищем <strong>копирайтера </strong>для создания текстового контента на различных сайтах.</p> <p><strong>Предстоящие задачи:</strong></p> <ul> <li>Прорабатывать текстовый контент информационных и коммерческих страниц (объем около 200 тысяч символов в месяц);</li> <li>Разбираться в десятках разных тем: от тимбилдингов до работы автосервиса;</li> <li>Продумывать структуру посадочных страниц вместе с SEO-специалистом.</li> </ul> <p><strong>Необходимые навыки:</strong></p> <ul> <li>Безупречная грамотность;</li> <li>Внимательность и умение работать с большим объёмом информации;</li> <li>Владение инфостилем. Умение писать просто и естественно</li> </ul> <ul> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство</li> <li>Полная занятость (40 часов в неделю), возможно совмещение</li> <li>Удаленный формат работы или работа в комфортном офисе в Самаре</li> <li>Гибкое начало рабочего дня (с 9 до 11 смр)</li> <li> <p>Корпоративные мероприятия, обучение за счет компании</p> </li> <li> <p>Систематический своевременный фидбек от руководителей компании</p> </li> <li> <p>Отсутствие бюрократии, адекватные современные коллеги</p> </li> </ul> <p>Вакансия предполагает предоставление ваших примеров коммерческих текстов и выполнение тестового задания.</p>|35000.0
